sub,Age,Genre,Langue[1],Langue[2],Langue[3],lateralite[1],lateralite[2],lateralite[3],niveauetudes[1],niveauetudes[2],niveauetudes[3],niveauetudes[4],UPPS[1],UPPS[2],UPPS[3],UPPS[4],UPPS[5],UPPS[6],UPPS[7],UPPS[8],UPPS[9],UPPS[10],UPPS[11],UPPS[12],UPPS[13],UPPS[14],UPPS[15],UPPS[16],UPPS[17],UPPS[18],UPPS[19],UPPS[20],UPPS[21],UPPS[22],UPPS[23],UPPS[24],UPPS[25],UPPS[26],UPPS[27],UPPS[28],UPPS[29],UPPS[30],UPPS[31],UPPS[32],UPPS[33],UPPS[34],UPPS[35],UPPS[36],UPPS[37],UPPS[38],UPPS[39],UPPS[40],UPPS[41],UPPS[42],UPPS[43],UPPS[44],UPPS[45],QABB[1],QABB[2],QABB[3],QABB[4],QABB[5],QABB[6],QABB[7],QABB[8],QABB[9],QABB[10],QABB[11],QABB[12],QABB[13],QABB[14],QABB[15],QABB[16],QABB[17],QABB[18],QABB[19],PMPUQSV[1],PMPUQSV[2],PMPUQSV[3],PMPUQSV[4],PMPUQSV[5],PMPUQSV[6],PMPUQSV[7],PMPUQSV[8],PMPUQSV[9],PMPUQSV[10],PMPUQSV[11],PMPUQSV[12],PMPUQSV[13],PMPUQSV[14],PMPUQSV[15],PCLS[1],PCLS[2],PCLS[3],PCLS[4],PCLS[5],PCLS[6],PCLS[7],PCLS[8],PCLS[9],PCLS[10],PCLS[11],PCLS[12],PCLS[13],PCLS[14],PCLS[15],PCLS[16],PCLS[17],OCIR[1],OCIR[2],OCIR[3],OCIR[4],OCIR[5],OCIR[6],OCIR[7],OCIR[8],OCIR[9],OCIR[10],OCIR[11],OCIR[12],OCIR[13],OCIR[14],OCIR[15],OCIR[16],OCIR[17],OCIR[18],IAT[1],IAT[2],IAT[3],IAT[4],IAT[5],IAT[6],IAT[7],IAT[8],IAT[9],IAT[10],IAT[11],IAT[12],IAT[13],IAT[14],IAT[15],IAT[16],IAT[17],IAT[18],IAT[19],IAT[20],EAT26[1],EAT26[2],EAT26[3],EAT26[4],EAT26[5],EAT26[6],EAT26[7],EAT26[8],EAT26[9],EAT26[10],EAT26[11],EAT26[12],EAT26[13],EAT26[14],EAT26[15],EAT26[16],EAT26[17],EAT26[18],EAT26[19],EAT26[20],EAT26[21],EAT26[22],EAT26[23],EAT26[24],EAT26[25],EAT26[26],COHS[1],COHS[2],COHS[3],COHS[4],COHS[5],COHS[6],COHS[7],COHS[8],COHS[9],COHS[10],COHS[11],COHS[12],COHS[13],COHS[14],COHS[15],COHS[16],COHS[17],COHS[18],COHS[19],COHS[20],COHS[21],COHS[22],COHS[23],COHS[24],COHS[25],COHS[26],COHS[27],STAIT[1],STAIT[2],STAIT[3],STAIT[4],STAIT[5],STAIT[6],STAIT[7],STAIT[8],STAIT[9],STAIT[10],STAIT[11],STAIT[12],STAIT[13],STAIT[14],STAIT[15],STAIT[16],STAIT[17],STAIT[18],STAIT[19],STAIT[20],STAIS[1],STAIS[2],STAIS[3],STAIS[4],STAIS[5],STAIS[6],STAIS[7],STAIS[8],STAIS[9],STAIS[10],STAIS[11],STAIS[12],STAIS[13],STAIS[14],STAIS[15],STAIS[16],STAIS[17],STAIS[18],STAIS[19],STAIS[20],PSS[1],PSS[2],PSS[3],PSS[4],PSS[5],PSS[6],PSS[7],PSS[8],PSS[9],PSS[10],CESD[1],CESD[2],CESD[3],CESD[4],CESD[5],CESD[6],CESD[7],CESD[8],CESD[9],CESD[10],CESD[11],CESD[12],CESD[13],CESD[14],CESD[15],CESD[16],CESD[17],CESD[18],CESD[19],CESD[20],UPPS_urgency,UPPS_premeditation,UPPS_perseverance,UPPS_sensation,QABB_total,PMPUQSV_total,PMPUQSV_dangerous,PMPUQSV_prohibited,PMPUQSV_dependant,PCLS_total,PCLS_intrusion,PCLS_evitement,PCLS_hyperstimulation,EAT26_total,EAT26_dieting,EAT26_bulimia,EAT26_oral_control,IAT_total,IAT_salience,IAT_excessive_use,IAT_neglect_work,IAT_anticipation,IAT_lack_control,IAT_neglect_social_life,OCIR_total,OCIR_Washing,OCIR_obsessing,OCIR_hoarding,OCIR_ordering,OCIR_checking,OCIR_neutralising,STAIT_total,STAIS_total,PSS_total,COHS_routine,COHS_automaticity,CESD_total
66,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,4,1,1,3,3,3,2,3,3,1,1,3,4,2,1,3,3,2,3,1,1,3,3,1,1,3,4,1,1,3,4,1,1,3,4,4,2,2,3,4,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,3,2,NA,2,2,NA,1,3,NA,1,1,NA,1,3,1,2,2,1,3,1,1,1,3,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,3,5,1,4,4,5,4,4,4,5,2,4,3,3,4,5,3,5,3,3,4,4,4,2,4,1,2,3,3,2,2,2,2,2,2,3,4,3,2,2,2,3,2,1,2,1,1,3,3,2,3,3,3,1,3,3,3,1,3,2,3,3,3,1,3,3,2,4,3,3,3,3,3,3,3,1,1,2,3,0,2,1,2,0,0,1,2,1,2,0,3,0,2,0,1,35,14,17,42,2,1.8,NA,1.6,2,27,9,11,7,6,2,0,4,27,6,8,4,3,4,2,0,0,0,0,0,0,0,45,48,30,61,36,24
67,22,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,4,1,1,3,3,3,2,3,4,1,1,3,4,2,2,3,3,2,3,2,1,3,4,2,1,3,3,2,1,3,4,2,1,4,4,3,1,1,3,4,2,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,1,NA,2,3,4,1,2,NA,1,1,NA,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,2,2,0,0,1,0,0,1,0,1,1,1,1,2,0,1,1,2,1,1,0,0,1,2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,2,2,2,3,4,3,2,2,1,2,2,2,2,2,1,4,1,4,1,4,2,3,1,1,4,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,2,1,1,2,1,2,3,1,1,2,1,2,1,3,3,3,2,2,3,1,2,3,3,1,1,0,1,1,1,0,2,0,1,1,1,1,0,0,0,0,0,1,1,37,14,20,44,1,1.727272727,4,1.2,1.8,24,11,8,5,1,0,0,1,15,3,4,3,3,1,1,14,2,3,1,5,3,0,40,33,25,46,18,13
68,23,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,4,1,2,3,3,3,2,3,4,2,2,3,3,1,2,3,4,2,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,3,2,2,3,4,2,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,3,1,3,3,2,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,1,0,3,1,0,3,0,0,3,1,0,1,0,0,1,4,4,3,1,2,3,2,3,1,0,0,0,1,3,0,4,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,4,5,1,2,2,3,4,5,1,1,2,4,4,4,2,2,2,5,1,2,2,2,4,5,2,3,4,2,3,2,2,2,4,2,2,3,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,3,2,4,3,2,3,2,2,2,2,0,0,1,0,2,1,0,1,0,1,3,1,2,3,0,2,2,2,0,2,35,22,16,46,2,2,1.2,2,2.8,17,5,7,5,8,4,2,2,32,2,11,7,2,6,4,18,0,7,2,6,2,1,37,29,25,53,25,23
69,24,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,2,2,3,4,3,2,4,3,2,2,3,4,2,2,3,3,2,4,2,2,3,3,2,2,3,4,2,1,3,3,2,2,4,4,3,2,2,3,4,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,4,3,NA,1,2,1,2,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,3,2,2,2,0,0,0,2,1,1,0,0,1,3,0,1,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,3,4,3,5,5,5,5,5,3,4,4,4,4,4,3,4,1,5,2,4,3,5,3,3,5,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,2,1,1,1,1,2,1,3,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,4,2,2,4,4,0,0,0,1,1,1,0,1,0,1,1,1,2,2,0,1,0,0,0,0,37,21,22,42,1,2,1,2.4,2.5,27,5,7,15,2,0,1,1,28,5,11,3,2,5,2,16,0,2,7,4,3,0,41,30,26,69,35,12
70,18,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,1,3,4,2,1,4,3,4,1,3,3,2,1,4,4,1,2,4,4,1,4,2,2,3,4,1,2,3,4,2,1,3,4,2,2,3,4,3,2,1,4,4,1,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,1,4,4,4,1,4,1,1,3,1,1,3,3,4,4,3,3,2,1,1,3,3,1,2,4,1,2,1,0,3,4,0,0,1,0,0,4,0,2,1,3,0,3,0,3,0,2,1,2,2,3,1,2,1,1,1,2,3,3,3,1,3,2,1,1,1,2,0,2,1,0,1,0,1,0,0,3,0,3,0,1,0,0,0,0,0,0,2,0,0,2,0,5,5,5,5,1,3,5,5,5,3,5,5,5,5,2,2,4,4,4,5,4,4,1,3,1,2,1,2,3,2,2,1,3,4,1,2,2,1,2,2,2,1,2,1,2,2,3,2,2,1,1,2,1,1,2,1,2,2,3,1,3,3,2,2,2,2,2,2,2,1,2,2,1,4,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,38,16,20,45,6,2.133333333,1.6,1.6,3.2,41,17,14,10,18,10,3,4,36,9,8,3,4,8,4,24,5,2,3,11,3,0,40,37,17,64,35,7
71,19,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,2,2,3,4,3,2,3,3,2,2,3,3,2,2,4,3,2,4,2,2,3,3,2,2,3,3,2,2,4,3,2,2,4,3,3,2,2,4,3,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,NA,1,4,NA,2,3,4,1,3,NA,1,3,NA,1,4,1,3,5,5,4,4,1,1,2,1,2,1,2,3,2,2,0,4,1,1,1,2,2,2,3,4,1,2,3,4,1,2,3,2,5,4,0,2,3,3,4,4,2,4,4,3,2,4,1,5,5,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,4,1,4,4,5,5,4,1,4,1,4,1,4,4,4,5,3,5,2,2,2,2,4,2,5,2,4,3,2,2,3,3,3,4,2,2,4,4,4,2,3,3,4,1,3,1,3,3,1,3,1,3,2,2,2,4,4,3,4,2,3,4,3,2,2,4,4,5,4,4,5,2,4,4,3,0,0,0,2,2,1,3,3,1,2,1,1,1,2,1,2,1,2,2,2,39,21,22,38,3,2.363636364,4,1.2,3.2,43,18,15,10,4,4,0,0,60,11,17,9,8,13,2,38,5,6,5,5,10,7,58,52,39,50,38,29
72,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,3,2,2,3,3,3,2,3,3,2,2,3,3,2,2,3,3,1,3,2,2,3,3,2,2,3,4,2,2,4,3,2,2,4,4,3,2,2,3,3,2,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,1,2,NA,1,3,NA,1,2,NA,1,2,NA,1,2,4,1,4,4,4,3,2,2,3,1,1,3,3,4,2,2,1,3,2,0,1,4,1,0,3,0,1,3,3,0,2,0,0,2,3,1,1,0,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,0,0,0,0,1,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,4,4,3,4,2,4,2,2,4,2,1,4,3,3,2,2,4,3,3,5,5,3,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,22,21,39,3,1.7,NA,1,2.4,45,15,16,14,10,7,0,1,24,6,8,3,2,4,1,26,2,9,5,7,3,0,NA,NA,NA,51,29,NA
73,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,4,3,1,2,4,3,4,1,3,3,1,2,3,3,1,2,3,3,2,4,1,2,4,3,1,1,3,3,1,2,4,4,1,2,4,4,3,2,2,4,3,1,4,4,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,3,NA,3,3,NA,4,3,1,NA,3,NA,1,2,NA,2,5,4,5,5,5,4,4,5,1,1,1,1,1,2,2,1,2,0,0,0,0,0,3,2,0,1,0,0,4,2,0,0,0,0,3,4,2,1,2,2,1,2,2,1,2,1,1,1,3,1,4,3,4,1,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,3,3,4,4,2,2,3,2,2,2,3,3,4,4,2,4,2,3,1,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,20,16,40,11,2.5,1,2.5,2.8,49,24,17,8,9,4,0,3,39,6,14,4,3,9,3,15,0,10,4,1,0,0,NA,NA,NA,45,30,NA
74,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,4,2,2,4,3,3,2,3,3,2,2,3,3,1,2,3,3,2,3,2,2,3,4,2,2,3,4,2,2,3,3,2,2,3,3,3,2,2,3,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,3,1,3,2,3,1,3,3,1,2,1,1,3,1,1,3,3,2,1,1,1,1,1,1,3,3,2,1,2,2,3,2,1,1,3,3,2,2,1,2,3,2,1,2,0,0,1,3,2,1,1,1,2,4,3,1,2,1,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,2,3,3,2,5,3,1,4,4,2,2,3,5,4,4,3,4,4,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,22,21,39,4,1.866666667,1.8,1.4,2.4,30,11,8,11,0,0,0,0,34,6,10,6,5,5,2,31,3,7,7,6,6,2,NA,NA,NA,47,44,NA
75,31,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,2,3,3,2,2,3,4,3,1,3,3,2,2,3,3,2,2,3,3,2,4,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,4,4,2,2,3,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,NA,2,3,NA,4,3,2,1,3,NA,1,1,NA,2,3,2,3,2,3,1,1,2,1,2,1,1,4,2,4,2,3,1,0,0,0,0,1,2,0,1,0,1,2,2,0,0,2,1,2,4,3,1,1,1,2,3,1,1,3,2,1,1,2,2,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,2,2,3,2,4,3,2,3,4,2,4,3,4,2,3,2,4,4,4,2,4,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,21,23,41,1,2.272727273,2,2,2.6,37,13,9,15,2,1,1,0,34,8,11,4,5,4,2,15,2,5,5,1,0,2,NA,NA,NA,46,33,NA
76,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,4,1,1,4,3,4,2,4,3,1,1,3,3,2,1,4,3,1,3,2,2,4,4,2,2,3,4,2,2,3,3,2,1,3,3,3,2,2,3,3,2,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,3,4,1,3,3,3,1,4,1,2,2,1,3,3,4,4,3,4,3,4,4,2,3,2,4,1,2,5,5,4,2,3,2,0,4,2,1,1,3,3,3,2,1,3,2,1,2,2,5,5,1,1,5,5,5,3,2,4,5,3,2,4,1,3,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,2,0,0,2,0,4,4,5,2,3,3,4,4,5,5,4,5,2,4,2,4,3,3,4,5,4,4,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,18,20,39,6,2.333333333,1.4,2.4,3.2,57,18,22,17,9,6,1,1,63,12,18,10,10,11,2,37,9,6,4,7,7,4,NA,NA,NA,59,47,NA
77,26,M,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,2,3,4,1,2,4,3,3,2,3,4,1,2,3,4,2,2,3,4,2,4,1,1,3,3,2,2,4,4,1,2,3,4,1,2,4,4,3,2,2,4,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,3,1,3,3,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,0,0,0,0,2,1,0,0,1,0,2,0,0,0,1,0,0,0,3,4,1,0,2,1,1,2,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,1,1,4,4,3,1,3,4,1,2,3,1,1,3,2,5,2,4,1,3,3,1,3,4,1,4,1,1,4,4,1,1,4,1,1,4,4,1,4,1,1,4,1,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,4,4,1,1,1,5,5,1,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,21,17,46,0,1.928571429,1,2.2,2.4,21,5,10,6,0,0,0,0,22,2,9,4,2,4,1,7,4,1,0,2,0,0,47,50,26,46,23,NA
78,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,2,2,3,4,3,2,4,4,2,2,3,3,1,2,4,3,2,4,1,2,3,3,2,2,3,3,2,1,3,4,2,1,4,4,3,2,2,3,4,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,4,4,3,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,0,0,2,1,1,0,2,0,0,2,1,0,0,0,0,0,4,1,1,1,1,1,1,3,1,2,2,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,4,4,2,3,3,4,2,4,3,1,1,4,2,2,4,4,3,5,1,5,3,1,1,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,19,20,43,2,2.266666667,1.6,2,3.2,19,5,7,7,5,1,0,4,31,6,10,5,3,5,2,10,2,3,2,2,1,0,NA,NA,NA,49,26,NA
79,20,F,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,2,4,4,1,1,4,4,4,1,4,4,1,1,4,4,1,1,4,4,2,4,1,1,4,3,1,1,4,4,1,1,4,3,1,1,4,4,3,1,1,3,4,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,1,3,4,1,1,4,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,0,3,1,2,0,0,3,1,4,0,0,2,3,0,0,2,0,1,4,1,1,5,1,1,5,0,4,4,4,1,2,2,1,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,5,5,4,5,5,5,2,3,2,4,2,5,4,5,5,5,2,5,3,2,2,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,12,16,46,1,2.466666667,1.4,2,4,23,5,9,9,6,3,0,3,47,9,10,5,9,8,6,22,0,3,6,5,4,4,NA,NA,NA,68,38,NA
80,19,M,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,2,3,3,2,2,4,3,3,1,3,3,2,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,2,3,NA,4,3,1,1,3,NA,NA,1,NA,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,4,4,1,1,1,1,2,3,3,4,3,5,1,5,2,5,4,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,4,4,2,2,4,4,2,3,5,3,4,4,3,4,3,4,3,5,2,4,3,4,2,2,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,21,22,36,0,2.1,1,2,2.4,20,5,9,6,6,4,0,1,54,14,16,7,5,10,2,8,2,0,2,4,0,0,NA,NA,NA,54,38,NA
81,24,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,2,2,3,3,3,2,3,3,2,2,3,3,2,2,3,3,2,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,2,2,3,4,2,3,3,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,4,1,1,4,1,4,4,1,1,4,1,2,1,1,2,3,2,2,2,2,2,2,4,3,3,1,2,4,3,3,3,2,1,1,2,0,0,0,1,0,3,0,2,1,1,1,1,1,1,1,4,4,2,2,3,4,2,5,2,5,4,2,1,4,2,2,3,1,2,1,0,0,0,0,0,2,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,2,4,3,2,4,2,4,2,2,2,4,2,2,5,2,3,2,4,2,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,22,22,37,7,2.133333333,1,2,3.4,43,11,17,15,9,4,0,3,55,12,14,11,6,8,4,17,3,2,3,6,2,1,NA,NA,NA,48,27,NA
