sub,Age,Genre,Langue[1],Langue[2],Langue[3],lateralite[1],lateralite[2],lateralite[3],niveauetudes[1],niveauetudes[2],niveauetudes[3],niveauetudes[4],UPPS[1],UPPS[2],UPPS[3],UPPS[4],UPPS[5],UPPS[6],UPPS[7],UPPS[8],UPPS[9],UPPS[10],UPPS[11],UPPS[12],UPPS[13],UPPS[14],UPPS[15],UPPS[16],UPPS[17],UPPS[18],UPPS[19],UPPS[20],UPPS[21],UPPS[22],UPPS[23],UPPS[24],UPPS[25],UPPS[26],UPPS[27],UPPS[28],UPPS[29],UPPS[30],UPPS[31],UPPS[32],UPPS[33],UPPS[34],UPPS[35],UPPS[36],UPPS[37],UPPS[38],UPPS[39],UPPS[40],UPPS[41],UPPS[42],UPPS[43],UPPS[44],UPPS[45],QABB[1],QABB[2],QABB[3],QABB[4],QABB[5],QABB[6],QABB[7],QABB[8],QABB[9],QABB[10],QABB[11],QABB[12],QABB[13],QABB[14],QABB[15],QABB[16],QABB[17],QABB[18],QABB[19],PMPUQSV[1],PMPUQSV[2],PMPUQSV[3],PMPUQSV[4],PMPUQSV[5],PMPUQSV[6],PMPUQSV[7],PMPUQSV[8],PMPUQSV[9],PMPUQSV[10],PMPUQSV[11],PMPUQSV[12],PMPUQSV[13],PMPUQSV[14],PMPUQSV[15],PCLS[1],PCLS[2],PCLS[3],PCLS[4],PCLS[5],PCLS[6],PCLS[7],PCLS[8],PCLS[9],PCLS[10],PCLS[11],PCLS[12],PCLS[13],PCLS[14],PCLS[15],PCLS[16],PCLS[17],OCIR[1],OCIR[2],OCIR[3],OCIR[4],OCIR[5],OCIR[6],OCIR[7],OCIR[8],OCIR[9],OCIR[10],OCIR[11],OCIR[12],OCIR[13],OCIR[14],OCIR[15],OCIR[16],OCIR[17],OCIR[18],IAT[1],IAT[2],IAT[3],IAT[4],IAT[5],IAT[6],IAT[7],IAT[8],IAT[9],IAT[10],IAT[11],IAT[12],IAT[13],IAT[14],IAT[15],IAT[16],IAT[17],IAT[18],IAT[19],IAT[20],EAT26[1],EAT26[2],EAT26[3],EAT26[4],EAT26[5],EAT26[6],EAT26[7],EAT26[8],EAT26[9],EAT26[10],EAT26[11],EAT26[12],EAT26[13],EAT26[14],EAT26[15],EAT26[16],EAT26[17],EAT26[18],EAT26[19],EAT26[20],EAT26[21],EAT26[22],EAT26[23],EAT26[24],EAT26[25],EAT26[26],COHS[1],COHS[2],COHS[3],COHS[4],COHS[5],COHS[6],COHS[7],COHS[8],COHS[9],COHS[10],COHS[11],COHS[12],COHS[13],COHS[14],COHS[15],COHS[16],COHS[17],COHS[18],COHS[19],COHS[20],COHS[21],COHS[22],COHS[23],COHS[24],COHS[25],COHS[26],COHS[27],STAIT[1],STAIT[2],STAIT[3],STAIT[4],STAIT[5],STAIT[6],STAIT[7],STAIT[8],STAIT[9],STAIT[10],STAIT[11],STAIT[12],STAIT[13],STAIT[14],STAIT[15],STAIT[16],STAIT[17],STAIT[18],STAIT[19],STAIT[20],STAIS[1],STAIS[2],STAIS[3],STAIS[4],STAIS[5],STAIS[6],STAIS[7],STAIS[8],STAIS[9],STAIS[10],STAIS[11],STAIS[12],STAIS[13],STAIS[14],STAIS[15],STAIS[16],STAIS[17],STAIS[18],STAIS[19],STAIS[20],PSS[1],PSS[2],PSS[3],PSS[4],PSS[5],PSS[6],PSS[7],PSS[8],PSS[9],PSS[10],CESD[1],CESD[2],CESD[3],CESD[4],CESD[5],CESD[6],CESD[7],CESD[8],CESD[9],CESD[10],CESD[11],CESD[12],CESD[13],CESD[14],CESD[15],CESD[16],CESD[17],CESD[18],CESD[19],CESD[20],UPPS_urgency,UPPS_premeditation,UPPS_perseverance,UPPS_sensation,QABB_total,PMPUQSV_total,PMPUQSV_dangerous,PMPUQSV_prohibited,PMPUQSV_dependant,PCLS_total,PCLS_intrusion,PCLS_evitement,PCLS_hyperstimulation,EAT26_total,EAT26_dieting,EAT26_bulimia,EAT26_oral_control,IAT_total,IAT_salience,IAT_excessive_use,IAT_neglect_work,IAT_anticipation,IAT_lack_control,IAT_neglect_social_life,OCIR_total,OCIR_Washing,OCIR_obsessing,OCIR_hoarding,OCIR_ordering,OCIR_checking,OCIR_neutralising,STAIT_total,STAIS_total,PSS_total,COHS_routine,COHS_automaticity,CESD_total
84,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,3,2,2,4,3,3,2,3,1,2,2,3,1,2,1,1,1,2,1,2,2,3,3,2,2,1,1,2,2,3,1,2,4,3,1,1,2,2,1,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,NA,1,3,NA,4,3,4,1,2,NA,1,4,NA,2,4,4,1,3,3,4,2,1,1,2,1,5,2,2,2,1,2,1,3,2,0,0,3,3,3,3,0,0,3,3,3,0,1,0,0,5,1,0,4,4,2,3,3,5,4,2,1,2,1,1,3,1,1,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,2,5,1,3,4,4,2,4,5,5,4,5,4,5,5,5,2,5,5,2,3,3,3,2,4,3,4,4,4,2,3,4,4,4,3,4,4,1,3,4,3,4,4,3,4,4,4,3,4,4,4,4,4,1,4,4,3,1,3,4,4,4,4,4,4,5,5,5,4,3,5,3,5,5,5,1,0,3,3,1,3,2,3,1,1,3,2,3,2,0,2,2,2,0,2,28,23,20,18,5,2.636363636,4,1.8,3.2,40,15,16,9,6,4,2,0,46,10,9,10,5,8,4,28,0,6,7,5,9,1,69,71,45,65,34,36
85,22,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,1,2,1,4,1,1,2,1,4,2,4,1,1,1,1,4,1,4,1,2,2,4,3,1,1,4,4,2,1,3,1,2,2,3,3,1,1,1,3,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1,4,2,3,2,2,1,1,4,4,1,5,3,3,4,3,0,3,3,0,0,3,0,3,1,0,0,2,1,3,3,0,0,2,2,0,0,0,1,0,0,0,0,3,1,1,0,1,0,1,0,0,2,0,3,0,3,3,0,0,0,3,3,3,3,0,3,0,3,0,0,0,3,0,3,3,3,0,0,0,5,5,5,5,1,5,5,5,4,5,3,4,4,5,5,5,5,5,2,5,4,5,4,5,5,5,5,2,3,3,3,2,2,2,1,3,3,2,3,3,3,2,3,3,4,3,3,1,1,1,1,2,1,1,2,1,1,2,2,1,3,1,2,2,1,2,1,3,3,4,3,2,3,2,2,4,3,1,0,1,2,2,2,2,2,1,1,3,2,0,1,1,2,1,1,1,1,37,17,18,28,0,1.333333333,1.6,1.2,1.2,45,12,15,18,39,15,12,9,12,6,3,0,1,2,0,24,0,7,1,7,9,0,53,29,29,78,43,27
86,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,3,3,2,4,3,1,1,4,4,1,2,4,3,1,2,4,3,3,4,3,2,4,4,3,4,4,3,3,2,4,3,3,2,4,3,1,3,4,4,3,3,4,1,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,NA,1,1,NA,3,2,1,1,2,NA,1,2,NA,1,3,1,1,1,1,2,1,2,3,3,1,1,4,3,2,2,2,0,1,1,0,2,2,0,1,2,0,0,2,0,1,1,1,2,2,3,3,1,1,1,2,3,1,1,2,1,1,1,2,1,4,1,1,1,1,3,1,3,0,2,0,1,0,3,3,3,3,1,0,3,0,1,0,3,1,0,3,3,3,1,2,4,5,3,2,1,4,4,5,2,5,2,4,2,1,4,3,5,1,1,4,3,2,3,5,2,1,4,2,3,3,4,2,3,4,2,3,2,3,4,3,3,3,3,3,4,3,4,2,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,4,3,2,3,4,5,4,3,5,2,4,3,3,1,2,2,2,1,2,1,2,1,2,3,2,2,3,0,2,2,3,3,2,39,44,24,26,7,1.545454545,1,1.4,1.8,33,7,13,13,43,24,8,8,32,6,10,4,4,6,2,18,4,6,0,4,3,1,61,52,36,56,26,38
87,18,M,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,2,3,3,1,1,1,4,1,2,3,3,1,1,3,3,2,1,3,1,4,4,1,1,3,3,1,1,1,1,1,1,4,3,1,1,3,4,4,2,2,4,4,4,3,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,4,1,1,3,1,3,3,3,1,3,2,1,1,2,2,5,3,5,5,5,4,4,2,3,3,2,1,3,2,4,4,4,2,2,3,2,2,3,2,2,2,2,1,3,3,2,3,3,1,1,2,3,1,2,1,3,2,3,4,2,3,2,2,3,1,2,1,1,2,2,0,0,0,0,1,0,0,0,3,0,1,0,1,1,0,0,0,1,0,2,0,0,1,2,0,0,5,4,4,4,3,3,5,5,4,2,5,4,3,4,2,3,3,4,1,4,4,4,1,4,2,3,4,2,2,2,4,2,3,3,1,3,2,2,3,2,3,1,2,4,4,1,3,2,2,2,1,2,1,1,2,2,2,2,3,2,1,2,2,2,2,1,2,3,4,3,2,3,3,2,3,4,3,2,0,0,1,2,0,1,0,1,1,1,1,2,2,0,1,1,1,2,1,35,15,17,36,7,2.066666667,1.8,1.6,2.8,59,23,19,17,13,5,4,4,42,9,11,10,5,4,3,39,4,7,7,8,6,7,49,36,30,59,35,20
88,21,M,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,1,4,2,4,3,4,1,1,1,4,2,4,3,4,2,2,3,4,1,4,2,1,3,4,4,4,1,3,2,4,1,4,2,4,1,4,3,4,4,1,4,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,2,0,0,0,5,5,3,2,1,1,4,3,4,3,5,1,2,5,1,3,1,1,4,5,2,2,4,3,4,3,3,1,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,3,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,22,36,21,46,2,1.533333333,1.4,1.4,1.8,18,5,8,5,11,6,3,1,25,6,8,3,2,3,3,6,0,0,4,1,0,1,28,22,19,44,36,4
89,21,F,Non,Oui,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,2,2,1,1,1,2,1,1,2,2,1,4,2,1,1,4,4,4,2,2,1,4,2,4,1,1,2,2,3,4,2,2,1,4,1,2,4,1,4,4,1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,NA,1,3,2,1,1,2,1,1,2,1,3,3,1,1,2,2,4,2,1,1,2,1,1,3,3,4,2,1,0,2,1,0,0,1,2,0,1,0,0,1,3,0,0,1,4,0,4,2,0,4,4,1,3,1,2,1,3,1,0,2,2,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,4,2,4,2,3,4,4,4,2,4,4,3,4,4,4,4,3,2,4,2,4,2,4,4,4,4,2,3,2,2,2,3,3,2,3,2,2,2,3,3,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,3,3,4,3,3,4,2,3,4,3,1,1,0,2,2,1,2,2,0,2,1,1,1,1,0,3,0,1,0,1,21,25,20,35,4,1.571428571,1,1.8,2,34,9,12,13,2,0,0,2,41,6,10,4,6,11,4,16,4,2,5,2,2,1,45,39,32,58,34,22
90,48,F,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Oui,2,1,1,1,1,1,3,1,1,3,4,2,2,1,4,2,2,1,3,2,4,2,2,1,3,1,2,1,1,2,1,1,3,2,2,1,1,1,4,4,1,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,1,1,4,3,1,2,4,1,4,1,1,3,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,3,1,2,3,2,3,3,1,1,2,3,1,2,1,1,2,1,1,1,0,0,3,0,3,3,3,0,0,0,0,0,1,0,2,1,3,3,0,3,0,0,3,0,0,0,4,1,2,4,2,2,4,1,2,2,2,2,2,4,5,4,2,1,1,4,4,2,2,1,2,2,3,2,2,1,1,1,3,3,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,4,1,2,1,1,1,3,3,3,2,3,4,2,2,3,2,1,0,0,1,1,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,15,23,16,35,0,2.266666667,2.4,1,3.4,26,10,8,8,28,13,6,7,38,7,11,6,5,6,3,5,0,1,0,3,0,1,30,32,27,43,24,10
91,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,1,2,4,3,1,2,1,3,2,4,1,4,2,1,1,3,4,4,2,2,3,4,2,2,4,4,2,1,4,3,1,2,3,3,4,2,4,4,4,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,3,1,3,4,1,1,2,NA,NA,1,1,1,2,3,3,4,1,1,3,1,1,5,5,2,5,3,5,2,2,0,1,2,0,0,3,1,0,2,0,0,0,3,0,1,0,0,0,5,4,2,3,4,3,1,2,4,5,5,1,2,5,2,5,4,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,5,4,2,2,4,5,4,5,5,5,2,5,4,2,4,5,5,5,5,5,5,5,1,4,5,5,5,2,2,4,4,4,3,3,3,2,3,3,4,3,2,4,3,3,4,2,4,1,3,2,4,2,3,4,2,1,3,3,4,1,2,3,3,3,4,3,3,4,5,5,4,5,4,2,5,4,5,2,0,3,3,3,2,3,3,3,2,2,2,2,3,1,3,2,3,3,2,33,23,21,42,3,1.846153846,1,1.5,2.8,48,13,18,17,8,3,0,4,63,11,19,9,6,13,5,13,0,3,4,5,1,0,62,54,43,69,44,47
92,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,1,1,2,2,3,1,1,4,3,1,4,4,3,4,2,2,1,1,4,4,2,2,3,3,4,4,4,4,4,2,3,3,4,2,1,4,3,4,4,4,4,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,1,3,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2,5,4,5,2,4,2,3,4,2,3,4,4,2,4,2,4,4,2,2,1,1,4,4,4,4,4,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,33,32,30,34,1,1.666666667,2,1.4,1.6,17,5,7,5,7,3,1,1,28,5,8,5,3,5,2,4,0,0,0,4,0,0,32,21,28,53,33,2
93,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,3,2,1,1,1,4,2,4,1,2,2,1,3,4,1,1,1,4,4,2,2,1,3,2,2,3,1,2,1,4,3,2,2,3,1,1,1,1,1,4,4,3,3,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,4,2,3,3,2,3,4,1,2,4,2,1,3,2,1,4,4,4,4,2,3,2,1,3,3,1,3,2,3,3,4,3,1,1,0,3,0,2,3,1,1,2,1,3,2,0,1,1,1,1,4,2,1,1,1,2,2,1,2,1,1,3,2,2,2,2,1,1,1,1,2,0,1,0,1,2,0,0,0,0,2,0,2,0,2,0,1,1,1,1,0,2,2,0,1,0,4,1,4,5,2,2,4,2,2,4,3,4,2,2,4,2,2,4,2,5,3,4,1,4,2,4,4,2,2,3,3,2,3,3,3,4,2,3,4,3,4,2,3,3,4,3,3,2,3,2,3,2,2,3,2,1,2,2,1,1,4,2,2,2,1,2,3,3,3,4,3,4,5,3,4,2,4,0,1,1,2,2,1,1,3,0,2,1,1,2,0,1,2,0,1,0,1,29,16,25,28,9,2.466666667,1.8,2,3.6,49,18,16,15,21,12,2,5,33,9,10,5,3,4,2,24,2,6,6,2,2,6,59,42,35,55,27,22
94,23,F,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,1,1,1,1,1,1,3,1,2,4,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,NA,4,1,NA,4,3,2,2,2,NA,1,1,NA,4,1,3,1,1,1,4,2,3,1,1,2,1,4,2,4,2,2,0,2,2,0,0,1,1,0,2,0,1,2,3,1,1,0,0,0,5,2,1,1,2,1,1,1,1,2,2,2,1,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,3,4,5,1,4,4,1,2,2,3,1,4,1,4,4,3,1,1,1,1,4,3,1,4,3,2,3,2,2,2,2,1,3,3,3,3,2,4,2,2,3,3,2,3,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,2,4,4,4,3,3,3,2,2,1,2,2,0,0,2,0,1,0,2,0,0,1,1,1,0,0,2,0,0,0,2,16,13,15,18,6,2.363636364,2,3,1.8,35,7,14,14,5,1,0,4,32,7,12,3,3,5,2,16,1,3,4,5,3,0,50,30,28,40,28,14
95,21,M,Oui,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,1,3,1,1,1,3,3,1,2,1,4,1,2,3,4,2,2,1,3,2,4,1,2,3,4,2,2,1,1,2,1,1,4,1,2,1,4,1,2,2,1,4,4,4,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,NA,3,2,NA,4,2,1,NA,2,NA,1,2,NA,4,2,1,3,2,1,5,1,1,1,1,1,1,1,1,1,1,1,0,3,1,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,4,0,0,4,1,2,1,2,2,1,1,2,1,2,1,4,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,0,4,3,5,5,2,4,4,2,5,4,2,3,4,4,4,4,5,4,1,5,1,3,2,1,1,1,4,1,2,2,1,2,2,2,1,2,2,1,1,1,4,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,4,2,2,3,1,3,2,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,1,1,0,1,23,19,14,40,4,2.3,1,3,2,25,9,11,5,11,3,0,5,33,6,8,6,2,7,4,11,0,0,2,4,5,0,34,23,22,61,26,11
96,21,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,3,3,2,4,3,3,1,4,3,3,2,4,4,1,2,4,3,4,2,4,2,2,4,4,2,4,4,4,2,2,4,4,2,2,4,4,3,2,2,4,4,4,4,4,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,3,4,1,2,4,1,1,4,1,1,4,1,1,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,3,4,1,1,2,0,3,3,3,1,3,0,3,3,3,0,2,0,3,3,4,2,2,1,2,1,1,1,2,3,2,3,2,3,1,2,2,2,1,1,2,1,2,2,0,1,1,0,2,2,2,2,2,0,2,0,1,0,1,0,0,2,3,2,3,0,3,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,2,5,2,2,2,2,2,4,2,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,2,2,3,2,2,2,2,2,4,2,2,2,1,3,2,2,3,2,2,3,4,3,3,4,2,3,4,3,0,0,2,2,2,2,2,2,2,2,2,1,1,2,0,2,1,2,2,2,44,34,20,42,9,2.2,1,1.6,4,61,19,23,19,33,21,6,4,38,10,12,4,3,6,3,34,9,9,7,7,2,0,57,44,31,38,25,31
97,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,4,3,3,4,4,4,1,4,4,4,1,4,4,3,1,4,2,4,3,4,4,4,4,4,3,2,4,3,1,4,4,3,3,4,2,3,1,3,2,4,3,4,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,1,4,NA,3,3,NA,4,1,NA,1,1,NA,2,3,1,2,5,2,5,4,5,1,2,1,1,1,3,4,4,3,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,5,4,0,1,2,1,1,4,1,1,3,1,1,5,1,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,2,2,4,2,4,4,2,4,4,4,2,3,4,4,4,4,4,4,2,2,4,4,4,2,2,2,3,1,2,3,3,2,2,2,2,2,2,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,4,2,1,1,2,2,3,2,3,4,4,3,4,5,2,1,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,42,38,37,26,1,2.2,NA,2.2,2.2,47,13,19,15,1,0,1,0,42,5,18,6,4,8,1,5,0,2,1,2,0,0,44,33,31,50,40,8
98,20,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,2,3,3,2,2,3,1,1,4,1,1,2,1,3,1,4,4,3,3,2,1,4,1,1,3,2,1,3,4,4,2,4,4,4,2,3,4,3,2,2,1,4,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,2,1,1,NA,NA,1,1,1,5,1,4,4,5,4,3,5,3,4,3,4,1,4,2,2,4,2,3,0,0,0,3,3,0,0,0,0,3,3,3,0,0,0,3,5,5,3,1,1,2,4,3,5,4,3,1,1,1,3,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,1,3,5,4,2,1,2,2,2,2,2,2,2,4,2,3,4,2,2,3,2,4,1,2,2,2,2,2,2,2,2,3,1,3,3,3,4,3,3,3,3,2,4,2,2,3,2,2,3,4,3,3,3,2,3,3,2,3,3,3,2,3,2,4,5,5,3,4,3,3,3,3,4,2,2,1,1,0,3,3,3,1,3,0,2,2,2,2,1,3,3,0,1,32,23,28,30,4,1.076923077,1.25,1,1,58,19,26,13,0,0,0,0,52,10,14,10,7,7,4,23,0,9,8,0,6,0,51,53,37,43,28,35
99,20,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,2,1,3,2,2,3,1,1,4,1,3,1,4,3,3,2,1,4,3,2,4,2,2,4,3,1,2,1,4,2,2,4,3,1,1,1,1,1,2,4,1,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,1,4,2,3,2,3,2,1,2,1,1,4,3,2,3,3,4,4,3,4,5,4,5,3,4,2,2,2,0,1,1,2,1,4,0,4,2,0,0,3,0,2,1,0,0,1,4,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,4,4,2,2,4,1,2,2,2,3,2,4,4,2,5,5,2,5,2,3,2,4,2,2,4,2,2,2,2,2,3,3,1,1,2,3,2,3,3,1,3,3,3,3,4,2,2,1,1,2,2,3,2,1,2,2,1,1,1,1,2,1,3,3,3,3,4,2,4,3,3,2,3,4,4,2,3,3,3,1,3,2,2,2,1,0,2,2,3,1,2,3,3,2,2,28,26,15,36,1,2.133333333,1.6,2.2,2.6,57,15,29,13,1,0,0,1,30,6,10,4,3,5,2,22,1,8,0,4,7,2,48,36,32,56,23,42
100,21,F,Oui,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,2,1,3,1,2,1,3,1,2,1,4,1,1,1,4,1,2,1,4,1,3,1,2,1,4,1,2,1,4,1,2,4,4,1,2,1,4,1,2,4,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,2,4,1,1,1,1,1,1,1,2,2,2,3,3,5,1,1,1,1,1,1,4,2,1,1,3,0,0,1,1,4,0,0,1,1,0,0,0,2,1,1,0,4,0,1,1,1,1,1,1,5,1,1,2,1,2,1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,2,4,1,1,4,5,2,1,2,4,1,5,4,1,2,5,1,5,2,1,1,2,1,4,4,2,2,2,1,1,4,3,1,1,2,2,2,3,2,1,2,2,3,3,4,2,2,2,3,3,4,1,2,2,2,1,2,2,2,2,2,4,2,2,2,4,3,4,1,3,2,2,3,3,2,2,0,0,0,0,1,0,0,0,1,2,1,0,1,0,1,0,0,0,1,18,23,10,42,0,1.4,1.6,1,1.6,34,12,11,11,3,0,0,3,28,7,6,3,6,4,2,16,8,0,2,3,2,1,43,44,27,51,22,10
101,18,F,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Non,1,3,1,2,1,1,3,1,2,1,1,4,2,1,4,1,1,1,1,2,1,1,2,3,1,1,2,3,1,1,1,3,1,1,1,3,4,3,2,1,3,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,1,1,2,4,NA,1,1,1,1,1,1,5,5,5,5,4,4,5,5,5,4,3,4,5,4,4,3,4,1,3,2,1,1,2,2,2,2,1,1,2,3,1,2,2,1,1,4,4,2,3,3,3,1,2,1,2,1,1,1,1,1,3,4,1,1,1,3,1,0,0,0,1,1,1,0,0,2,0,2,1,3,3,1,1,0,1,1,0,1,1,1,0,3,3,4,4,3,4,3,4,3,3,4,4,4,4,4,2,4,4,2,3,3,4,3,4,3,4,4,2,2,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,1,1,3,2,2,2,4,3,2,2,3,2,2,2,3,2,3,3,2,2,4,3,5,3,4,4,3,4,4,4,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,27,16,17,22,1,1.642857143,1.6,1,2.2,74,24,30,20,25,15,2,5,40,6,11,6,2,10,5,30,3,5,6,6,6,4,61,46,38,59,35,36
